id_ip,ratio_active,has_drift,drift_in_test,max_rel_dev,drift_fraction,n_drift_events
92.0,1.0,False,False,0.7380346696618764,0.0,0
93.0,0.9986103528711102,True,True,0.9664544642976808,0.0126060846692143,1
94.0,0.9907935877711052,True,True,2.5598278008892517,0.0606233559978162,3
101.0,0.1599583105861333,False,False,0.0,0.0,0
102.0,0.9926795374460272,True,False,1.042353062404093,0.0067248994987344,1
103.0,0.9999503697453967,True,False,0.7109206013386894,0.0199513623504888,2
104.0,0.9999503697453967,False,False,0.8764319826949712,0.0,0
106.0,0.0299270435257332,False,False,0.0,0.0,0
111.0,0.9989577646533326,False,False,0.96290557916124,0.0,0
118.0,0.996873293959998,True,False,0.859502232766611,0.0110923619038165,1
119.0,0.9653084520323588,False,False,0.9793460553859616,0.0,0
120.0,0.9912898903171372,True,True,2.998168032315451,0.1976524889572683,6
121.0,0.9998014789815872,True,False,0.7391997475054328,0.0327063377835128,2
122.0,0.99937962181746,True,True,0.6820856334861942,0.0199265472231872,1
123.0,0.9979155293066654,True,True,0.871903402173705,0.0148394461263586,2
128.0,0.999751848726984,False,False,0.3273974144617436,0.0,0
129.0,0.7856469303687528,False,False,0.0,0.0,0
133.0,0.0434761030324085,False,False,0.0,0.0,0
136.0,0.0407712541565338,False,False,0.0,0.0,0
146.0,0.996501067050474,True,True,1.0856557130060955,0.0366519430244677,3
152.0,0.0975730805499032,False,False,0.0,0.0,0
153.0,0.0393071616457392,False,False,0.0,0.0,0
154.0,0.9470445183383792,True,True,3.3302015377066936,0.3368653531192615,6
155.0,0.9705196287656956,True,True,2.677196034311462,0.0460320611444736,1
157.0,0.0473472628914586,False,False,0.0,0.0,0
161.0,0.3361953446821182,False,False,0.0,0.0,0
164.0,0.1784703955531291,False,False,0.0,0.0,0
171.0,0.5150379671447715,False,False,0.0,0.0,0
172.0,0.070201995136235,False,False,0.0,0.0,0
178.0,0.0887885254851357,False,False,0.0,0.0,0
179.0,0.9992803613082536,True,False,0.5382809648220641,0.0061789666980991,1
180.0,0.0255347659933495,False,False,0.0,0.0,0
182.0,0.0273214551590649,False,False,0.0,0.0,0
185.0,0.1583205121842275,False,False,0.0,0.0,0
187.0,0.9966747729415852,True,True,2.582441556687358,0.0814680629311628,3
190.0,0.9420566777507569,True,False,1.614474458638877,0.02987741327113,1
196.0,0.9920095290088838,True,True,0.5869237691890687,0.0536006749714626,1
197.0,0.0176187403841381,False,False,0.0,0.0,0
200.0,0.0175691101295349,False,False,0.0,0.0,0
203.0,0.0329048588019256,False,False,0.0,0.0,0
204.0,0.9994540671993648,False,False,0.5058120289801591,0.0,0
205.0,0.9998262941088888,True,False,0.8734336644633155,0.0077175045907985,1
206.0,0.6912750012407564,False,False,0.0,0.0,0
212.0,0.003747084222542,False,False,0.0,0.0,0
214.0,0.2528413320760335,False,False,0.0,0.0,0
221.0,0.0951660132016477,False,False,0.0,0.0,0
226.0,0.1017668370638741,False,False,0.0,0.0,0
227.0,0.94086555164028,True,True,0.6551368019585825,0.0167750260558836,1
228.0,0.8110576207255943,False,False,0.0,0.0,0
232.0,0.018065412675567,False,False,0.0,0.0,0
235.0,1.0,True,False,0.7107233095455072,0.0117127400863566,1
236.0,0.9882624447863416,True,True,1.1436366441254262,0.0481165318378083,3
237.0,0.8169636210233758,False,False,0.0,0.0,0
238.0,0.9997270335996824,False,False,0.5806674287505648,0.0,0
241.0,0.7461908779592039,False,False,0.0,0.0,0
249.0,0.0935530299270435,False,False,0.0,0.0,0
251.0,0.0173209588565189,False,False,0.0,0.0,0
254.0,0.0798054494019554,False,False,0.0,0.0,0
256.0,0.699736959650603,False,False,0.0,0.0,0
261.0,0.128840140949923,False,False,0.0,0.0,0
266.0,0.0178420765298525,False,False,0.0,0.0,0
273.0,0.0751898357238572,False,False,0.0,0.0,0
274.0,0.9934488063923768,False,False,1.195058812748639,0.0,0
275.0,0.0484639436200307,False,False,0.0,0.0,0
283.0,0.0713186758648071,False,False,0.0,0.0,0
286.0,0.0966052905851407,False,False,0.0,0.0,0
287.0,0.0462305821628864,False,False,0.0,0.0,0
290.0,0.0771502307806839,False,False,0.0,0.0,0
292.0,0.3153010074941684,False,False,0.0,0.0,0
295.0,0.0753139113603652,False,False,0.0,0.0,0
300.0,0.5761824408159214,False,False,0.0,0.0,0
302.0,0.0565784902476549,False,False,0.0,0.0,0
305.0,1.0,False,False,0.7074585446020335,0.0,0
306.0,0.9828279319072908,True,True,1.199270423653479,0.0700531043724254,2
308.0,0.0677452975333763,False,False,0.0,0.0,0
314.0,0.0359323043327212,False,False,0.0,0.0,0
315.0,0.8795473720780188,False,False,0.0,0.0,0
316.0,0.0762072559432229,False,False,0.0,0.0,0
319.0,0.3482058662960941,False,False,0.0,0.0,0
326.0,0.063824507419723,False,False,0.0,0.0,0
332.0,0.9957317981041244,True,True,1.1885116073707995,0.0388604893543103,2
342.0,0.9991066554171424,False,False,0.5953195386570898,0.0,0
343.0,0.9861779740930072,True,True,2.3738419920141713,0.1465581418432676,3
344.0,0.9893046801330092,True,True,0.5831303054755855,0.0030522606580971,1
347.0,0.9998262941088888,False,False,0.5529649584216979,0.0,0
348.0,0.9988833192714278,False,False,0.3868885832670718,0.0,0
364.0,0.0244677155193806,False,False,0.0,0.0,0
367.0,1.0,False,False,0.5346422752930238,0.0,0
369.0,0.0366023127698645,False,False,0.0,0.0,0
370.0,0.3212566380465532,False,False,0.0,0.0,0
375.0,0.0734279616854434,False,False,0.0,0.0,0
378.0,0.0730309196486178,False,False,0.0,0.0,0
379.0,0.0854136681721177,False,False,0.0,0.0,0
381.0,0.1071020894337188,False,False,0.0,0.0,0
382.0,0.0806739788575115,False,False,0.0,0.0,0
383.0,0.2990470991116184,False,False,0.0,0.0,0
384.0,0.9756067298625242,True,False,1.3559573012274844,0.0239962281006501,2
385.0,0.9687329395999802,False,False,1.0,0.0,0
386.0,0.9943917812298376,True,True,0.9156241401953306,0.045883170380664,2
388.0,0.900540969775175,True,True,1.3602924980964983,0.0248647575562062,2
396.0,0.00387115985905,False,False,0.0,0.0,0
398.0,0.9960792098863468,False,False,0.7153568272364034,0.0,0
399.0,0.0724353565933793,False,False,0.0,0.0,0
403.0,0.0733535163035386,False,False,0.0,0.0,0
404.0,0.0367263884063725,False,False,0.0,0.0,0
406.0,0.0056826641520671,False,False,0.0,0.0,0
407.0,0.9999503697453967,False,False,0.5355541323824449,0.0,0
408.0,0.2522457690207951,False,False,0.0,0.0,0
409.0,0.2403593230433272,False,False,0.0,0.0,0
410.0,0.9474167452479032,True,True,1.0549759320578262,0.0607722467616258,1
411.0,0.9989081343987296,False,False,0.5815739537692594,0.0,0
412.0,0.0646434066206759,False,False,0.0,0.0,0
413.0,0.9995533277085712,False,False,0.5923512420692835,0.0,0
415.0,0.1026105513921286,False,False,0.0,0.0,0
416.0,0.1467318477343789,False,False,0.0,0.0,0
419.0,0.0788872896917961,False,False,0.0,0.0,0
420.0,0.1000049630254603,False,False,0.0,0.0,0
430.0,0.9464489552831404,True,True,3.420114898074551,0.2488212814531738,6
432.0,0.99736959650603,False,False,0.8640433485004934,0.0,0
433.0,0.7120948930468013,False,False,0.0,0.0,0
434.0,0.996873293959998,False,False,0.591314203292443,0.0,0
435.0,0.9998014789815872,False,False,0.533928171666232,0.0,0
436.0,0.1016675765546677,False,False,0.0,0.0,0
437.0,0.1779740930070971,False,False,0.0,0.0,0
438.0,0.2162638344334706,False,False,0.0,0.0,0
440.0,0.0203980346419177,False,False,0.0,0.0,0
446.0,0.1442751501315201,False,False,0.0,0.0,0
447.0,0.7683011563849322,False,False,0.0,0.0,0
453.0,0.9700233262196636,True,True,0.6224013403634214,0.0014392773834929,1
454.0,0.0724353565933793,False,False,0.0,0.0,0
457.0,0.0927837609806938,False,False,0.0,0.0,0
460.0,0.5592088937416249,False,False,0.0,0.0,0
463.0,0.9911409995533276,True,False,1.2168139654547856,0.0135490595066752,1
464.0,0.0457094644895528,False,False,0.0,0.0,0
467.0,0.9981140503250782,True,False,2.142023182694121,0.0351878505136731,2
468.0,0.9993548066901584,False,False,0.982948862038947,0.0,0
469.0,0.2735619633728721,False,False,0.0,0.0,0
474.0,0.7502605588366669,False,False,0.0,0.0,0
484.0,0.6822919251575761,False,False,0.0,0.0,0
491.0,0.9999255546180952,False,False,0.5359404836141901,0.0,0
493.0,0.998560722616507,True,True,0.9463720689350098,0.0072708322993696,1
494.0,0.7595166013201647,False,False,0.0,0.0,0
495.0,0.9999255546180952,True,True,1.040361455187827,0.0320859596009727,3
500.0,0.8582559928532434,False,False,0.0,0.0,0
501.0,0.4652588217777557,False,False,0.0,0.0,0
510.0,0.3085264777408308,False,False,0.0,0.0,0
511.0,0.9998014789815872,False,False,2.3135895883391187,0.0,0
512.0,0.0658097176038513,False,False,0.0,0.0,0
519.0,0.5388356742270087,False,False,0.0,0.0,0
521.0,0.9999503697453967,False,False,0.538494522067635,0.0,0
523.0,0.1540523102883517,False,False,0.0,0.0,0
524.0,0.0548662464638443,False,False,0.0,0.0,0
525.0,0.0402997667378033,False,False,0.0,0.0,0
530.0,0.1111717703111817,False,False,0.0,0.0,0
531.0,0.9999503697453967,False,False,0.3942348927914783,0.0,0
532.0,0.9999007394907936,True,True,2.253216748023208,0.0136731351431832,2
533.0,0.9999751848726984,False,False,0.967742758054113,0.0,0
535.0,0.0032011514219067,False,False,0.0,0.0,0
536.0,0.0263040349396992,False,False,0.0,0.0,0
537.0,0.1703558489255049,False,False,0.0,0.0,0
538.0,0.2387215246414214,False,False,0.0,0.0,0
544.0,0.1799593031912253,False,False,0.0,0.0,0
546.0,0.0471735570003474,False,False,0.0,0.0,0
547.0,0.0079656558638145,False,False,0.0,0.0,0
551.0,0.1452429400962827,False,False,0.0,0.0,0
552.0,0.8490743957516502,False,False,0.0,0.0,0
553.0,0.9779393518288748,True,True,0.6357777146658969,0.0061541515707975,1
554.0,0.9752345029530002,False,False,0.962781425574556,0.0,0
556.0,0.8990272470097772,False,False,0.0,0.0,0
562.0,0.8806888679338924,False,False,0.0,0.0,0
563.0,0.0710953397190927,False,False,0.0,0.0,0
564.0,0.0835029033698942,False,False,0.0,0.0,0
566.0,0.9996774033450792,True,False,1.8187845168756172,0.0001488907638096,1
567.0,1.0,True,True,0.9597426508285626,0.013747580525088,1
568.0,1.0,False,False,0.67021067685149,0.0,0
569.0,0.9915876718447566,False,False,0.7816535890717132,0.0,0
570.0,1.0,True,True,0.7464026529825658,0.0071467566628616,1
571.0,0.9934488063923768,True,False,2.865109213321016,0.1501315201746985,4
579.0,0.7597399374658792,False,False,0.0,0.0,0
582.0,0.1305771998610352,False,False,0.0,0.0,0
585.0,0.9995781428358728,False,False,0.7115072132351756,0.0,0
591.0,0.095960097275299,False,False,0.0,0.0,0
594.0,0.07151719688322,False,False,0.0,0.0,0
598.0,0.1683954538686783,False,False,0.0,0.0,0
600.0,0.9877165119857064,True,True,1.2188550004742646,0.0155094545635019,2
602.0,0.1122388207851506,False,False,0.0,0.0,0
603.0,0.1221648717057918,False,False,0.0,0.0,0
608.0,0.9726289145863318,True,True,0.7353829084769271,0.0049630254603206,1
614.0,0.9998262941088888,True,True,0.9360843123212624,0.0132016477244528,1
615.0,0.9161496848478832,True,True,1.064149156756131,0.060449650106705,4
616.0,0.9979155293066654,True,True,1.2159310563611037,0.0391582708819296,2
617.0,0.7497394411633331,False,False,0.0,0.0,0
618.0,0.9549357288202888,True,True,3.423198953545484,0.1832845302496401,3
619.0,0.2104322795175939,False,False,0.0,0.0,0
620.0,0.0479924562013003,False,False,0.0,0.0,0
630.0,0.0152364881631842,False,False,0.0,0.0,0
631.0,0.0147153704898506,False,False,0.0,0.0,0
637.0,0.0292818502158916,False,False,0.0,0.0,0
638.0,0.2369844657303092,False,False,0.0,0.0,0
642.0,0.0680182639336939,False,False,0.0,0.0,0
643.0,0.975358578589508,True,True,1.4416193179990588,0.0364782371333564,3
644.0,1.0,False,False,0.7899173090124378,0.0,0
645.0,0.8309841679487816,False,False,0.0,0.0,0
646.0,0.0256836567571591,False,False,0.0,0.0,0
659.0,0.0440964812149486,False,False,0.0,0.0,0
661.0,0.985433520273959,False,False,0.8801399716016308,0.0,0
662.0,1.0,False,False,0.3939694623052376,0.0,0
668.0,0.5964067695667279,False,False,0.0,0.0,0
671.0,0.9878902178768176,True,True,0.98975212653052,0.0236240011911261,1
672.0,0.1889423792744057,False,False,0.0,0.0,0
673.0,0.0484391284927291,False,False,0.0,0.0,0
675.0,0.0604744652340066,False,False,0.0,0.0,0
680.0,0.0429053551044716,False,False,0.0,0.0,0
681.0,0.7614521812496898,False,False,0.0,0.0,0
692.0,0.3254752096878257,False,False,0.0,0.0,0
695.0,0.0213410094793786,False,False,0.0,0.0,0
696.0,0.7432626929376148,False,False,0.0,0.0,0
697.0,0.132090922626433,False,False,0.0,0.0,0
699.0,0.0732790709216338,False,False,0.0,0.0,0
713.0,0.1353665194302446,False,False,0.0,0.0,0
714.0,0.1237034095984912,False,False,0.0,0.0,0
718.0,0.0577199861035287,False,False,0.0,0.0,0
724.0,0.0161794630006451,False,False,0.0,0.0,0
733.0,0.0180157824209638,False,False,0.0,0.0,0
736.0,0.0253362449749367,False,False,0.0,0.0,0
738.0,0.2201349942925207,False,False,0.0,0.0,0
741.0,0.7707330388604894,False,False,0.0,0.0,0
744.0,0.0237480768276341,False,False,0.0,0.0,0
747.0,0.995880688867934,False,False,0.9805707438849478,0.0,0
748.0,0.0970519628765695,False,False,0.0,0.0,0
749.0,0.0521613975879696,False,False,0.0,0.0,0
753.0,0.1716958657997915,False,False,0.0,0.0,0
761.0,0.1421906794381855,False,False,0.0,0.0,0
764.0,0.9356791900342448,False,False,0.6944166151174577,0.0,0
771.0,0.0300263040349397,False,False,0.0,0.0,0
778.0,0.8576852449253065,False,False,0.0,0.0,0
790.0,0.4015832051218422,False,False,0.0,0.0,0
793.0,0.1342002084470693,False,False,0.0,0.0,0
794.0,0.0928830214899002,False,False,0.0,0.0,0
795.0,0.0853640379175145,False,False,0.0,0.0,0
802.0,0.1039257531391136,False,False,0.0,0.0,0
804.0,0.0325574470197032,False,False,0.0,0.0,0
805.0,0.0041441262593677,False,False,0.0,0.0,0
808.0,0.1020398034641917,False,False,0.0,0.0,0
809.0,0.8615315896570549,False,False,0.0,0.0,0
824.0,0.0862573825003722,False,False,0.0,0.0,0
825.0,0.9989577646533326,False,False,0.6231801068910655,0.0,0
830.0,0.124968981090873,False,False,0.0,0.0,0
834.0,0.0889374162489453,False,False,0.0,0.0,0
840.0,0.2677304084569953,False,False,0.0,0.0,0
841.0,0.8125961586182937,False,False,0.0,0.0,0
844.0,0.1935828080798054,False,False,0.0,0.0,0
854.0,0.6428606878753288,False,False,0.0,0.0,0
860.0,0.9998262941088888,True,False,0.762588765250256,0.0040944960047645,1
862.0,0.9999503697453967,False,False,0.5200466707201111,0.0,0
863.0,0.953744602709812,True,True,3.12470618374877,0.253436895131272,5
868.0,0.0980693830959352,False,False,0.0,0.0,0
873.0,0.6363343093950072,False,False,0.0,0.0,0
874.0,0.010496798848578,False,False,0.0,0.0,0
878.0,0.5244925306466822,False,False,0.0,0.0,0
879.0,0.9999255546180952,True,False,0.6613338187877679,0.0035237480768276,1
880.0,0.9992307310536503,True,True,0.8836141166072834,0.0205469254057273,1
884.0,0.2313266167055437,False,False,0.0,0.0,0
889.0,0.0047645044419077,False,False,0.0,0.0,0
893.0,0.7806590897811305,False,False,0.0,0.0,0
894.0,0.4121296342250236,False,False,0.0,0.0,0
895.0,0.7587969626284183,False,False,0.0,0.0,0
896.0,0.9957566132314258,False,False,0.9954234820629004,0.0,0
899.0,0.6886197826194849,False,False,0.0,0.0,0
902.0,0.6567819742915281,False,False,0.0,0.0,0
905.0,0.1645739242642314,False,False,0.0,0.0,0
917.0,0.0938756265819643,False,False,0.0,0.0,0
919.0,0.4386818204377388,False,False,0.0,0.0,0
923.0,0.0767780038711598,False,False,0.0,0.0,0
925.0,0.9999255546180952,False,False,0.286916158030119,0.0,0
926.0,0.1115439972207057,False,False,0.0,0.0,0
927.0,0.6540771254156534,False,False,0.0,0.0,0
929.0,0.1122884510397538,False,False,0.0,0.0,0
937.0,0.7615762568861978,False,False,0.0,0.0,0
939.0,0.6452677552235843,False,False,0.0,0.0,0
944.0,0.8310586133306864,False,False,0.0,0.0,0
945.0,0.1739044121296342,False,False,0.0,0.0,0
953.0,0.7467368107598392,False,False,0.0,0.0,0
954.0,0.2262643307360166,False,False,0.0,0.0,0
962.0,0.011439773686039,False,False,0.0,0.0,0
967.0,0.909846642513276,True,False,1.1351164278452128,0.0745694575413171,2
977.0,0.5139709166708025,False,False,0.0,0.0,0
983.0,0.1994143629956821,False,False,0.0,0.0,0
984.0,1.0,False,False,0.6481849541068598,0.0,0
985.0,0.0034741178222244,False,False,0.0,0.0,0
987.0,0.0032755968038116,False,False,0.0,0.0,0
988.0,0.0279170182143034,False,False,0.0,0.0,0
991.0,0.114149585587374,False,False,0.0,0.0,0
994.0,0.1293612586232567,False,False,0.0,0.0,0
999.0,0.1228100650156335,False,False,0.0,0.0,0
1008.0,0.1179959303191225,False,False,0.0,0.0,0
1013.0,0.9968484788326964,True,False,1.0954903961519262,0.0285622115241451,2
1014.0,0.8900938011812001,False,False,0.0,0.0,0
1016.0,0.0676212218968683,False,False,0.0,0.0,0
1017.0,0.0936026601816467,False,False,0.0,0.0,0
1019.0,0.0983671646235545,False,False,0.0,0.0,0
1023.0,0.209861531589657,False,False,0.0,0.0,0
1026.0,0.0475954141644746,False,False,0.0,0.0,0
1032.0,0.1567571591642265,False,False,0.0,0.0,0
1037.0,0.0174450344930269,False,False,0.0,0.0,0
1040.0,0.005062285969527,False,False,0.0,0.0,0
1042.0,0.0485880192565387,False,False,0.0,0.0,0
1046.0,0.0488113554022532,False,False,0.0,0.0,0
1050.0,0.0197280262047744,False,False,0.0,0.0,0
1053.0,0.7047992456201301,False,False,0.0,0.0,0
1067.0,0.1381458136880242,False,False,0.0,0.0,0
1069.0,0.9532979304183832,True,True,2.8474019337654504,0.0751153903419524,2
1076.0,0.0173954042384237,False,False,0.0,0.0,0
1084.0,0.9937962181745992,True,True,0.9795897183214468,0.0346171025857362,3
1087.0,0.1716958657997915,False,False,0.0,0.0,0
1088.0,0.0675964067695667,False,False,0.0,0.0,0
1092.0,0.086331827882277,False,False,0.0,0.0,0
1099.0,0.0308948334904958,False,False,0.0,0.0,0
1111.0,0.3532433371383195,False,False,0.0,0.0,0
1114.0,0.0576455407216239,False,False,0.0,0.0,0
1116.0,0.9999007394907936,False,False,0.9498600286716374,0.0,0
1126.0,0.0986897612784753,False,False,0.0,0.0,0
1128.0,0.2513524244379373,False,False,0.0,0.0,0
1129.0,0.3658742369348354,False,False,0.0,0.0,0
1131.0,0.9999751848726984,False,False,0.3306403095202657,0.0,0
1135.0,0.1458881334061244,False,False,0.0,0.0,0
1138.0,0.0855377438086257,False,False,0.0,0.0,0
1139.0,0.0039704203682564,False,False,0.0,0.0,0
1142.0,0.0677204824060747,False,False,0.0,0.0,0
1154.0,0.8094942677055933,False,False,0.0,0.0,0
1155.0,0.0685641967343292,False,False,0.0,0.0,0
1158.0,0.0378430691349446,False,False,0.0,0.0,0
1162.0,0.0771502307806839,False,False,0.0,0.0,0
1166.0,0.0247406819196982,False,False,0.0,0.0,0
1168.0,0.0804754578390987,False,False,0.0,0.0,0
1178.0,0.017941337039059,False,False,0.0,0.0,0
1179.0,0.9999007394907936,False,False,1.1288903246145836,0.0,0
1190.0,0.0757605836517941,False,False,0.0,0.0,0
1191.0,0.070077919499727,False,False,0.0,0.0,0
1195.0,0.0192813539133455,False,False,0.0,0.0,0
1196.0,0.642910318129932,False,False,0.0,0.0,0
1197.0,0.0842721723162439,False,False,0.0,0.0,0
1200.0,0.0426075735768524,False,False,0.0,0.0,0
1204.0,1.0,False,False,0.479209509794423,0.0,0
1207.0,0.1090376693632438,False,False,0.0,0.0,0
1209.0,0.0823365923867189,False,False,0.0,0.0,0
1218.0,0.0843466176981487,False,False,0.0,0.0,0
1220.0,0.9999751848726984,False,False,0.4828202297041604,0.0,0
1233.0,0.1230085860340463,False,False,0.0,0.0,0
1234.0,0.9993548066901584,True,True,0.9929920356217578,0.0169239168196932,1
1235.0,0.9672192168345825,True,True,2.2256313199607836,0.1241004516353168,5
1241.0,0.8919549357288203,False,False,0.0,0.0,0
1243.0,0.5434016576505037,False,False,0.0,0.0,0
1245.0,0.6900838751302795,False,False,0.0,0.0,0
1251.0,0.0659337932403593,False,False,0.0,0.0,0
1252.0,0.6803067149734479,False,False,0.0,0.0,0
1255.0,0.07213757506576,False,False,0.0,0.0,0
1257.0,0.0041689413866693,False,False,0.0,0.0,0
1261.0,0.9900987642066604,True,False,1.1298639934541972,0.0204228497692193,1
1262.0,0.6908531440766291,False,False,0.0,0.0,0
1264.0,0.2467864410144424,False,False,0.0,0.0,0
1266.0,0.0037967144771452,False,False,0.0,0.0,0
1268.0,0.0491835823117772,False,False,0.0,0.0,0
1278.0,0.1213459725048389,False,False,0.0,0.0,0
1283.0,0.1001786689165715,False,False,0.0,0.0,0
1284.0,0.0702516253908382,False,False,0.0,0.0,0
1285.0,0.0116382947044518,False,False,0.0,0.0,0
1289.0,0.0504987840587622,False,False,0.0,0.0,0
1294.0,0.6013449798997469,False,False,0.0,0.0,0
1302.0,0.0043178321504789,False,False,0.0,0.0,0
1310.0,0.0126060846692143,False,False,0.0,0.0,0
1311.0,0.1472033351531093,False,False,0.0,0.0,0
1322.0,0.0058067397885751,False,False,0.0,0.0,0
1323.0,0.2199116581468063,False,False,0.0,0.0,0
1325.0,0.2540572733138121,False,False,0.0,0.0,0
1326.0,0.5292074048339868,False,False,0.0,0.0,0
1327.0,0.1326120402997667,False,False,0.0,0.0,0
1329.0,0.5761576256886198,False,False,0.0,0.0,0
1331.0,0.0644448856022631,False,False,0.0,0.0,0
1334.0,0.0517643555511439,False,False,0.0,0.0,0
1341.0,0.9500223336145714,False,False,0.5566175436573338,0.0,0
1342.0,0.998436646979999,False,False,0.4143879031870344,0.0,0
1343.0,0.9999503697453967,True,True,0.996850562795073,0.0130279418333416,1
1349.0,0.0328055982927192,False,False,0.0,0.0,0
1351.0,0.0172465134746141,False,False,0.0,0.0,0
1355.0,0.4490793587771105,False,False,0.0,0.0,0
1356.0,0.0781676510000496,False,False,0.0,0.0,0
1357.0,0.08452032358926,False,False,0.0,0.0,0
1358.0,0.0871259119559283,False,False,0.0,0.0,0
1359.0,0.091145962578788,False,False,0.0,0.0,0
1361.0,0.998188495706983,True,True,2.183414896183592,0.0975978956772048,3
1362.0,0.9999751848726984,False,False,0.5393048415646156,0.0,0
1363.0,0.1792644796267805,False,False,0.0,0.0,0
1365.0,0.9096481214948632,True,True,1.4084066654975451,0.0615167005806739,3
1367.0,0.9999751848726984,True,True,1.8639695911162435,0.0510943471140006,2
1368.0,0.9998014789815872,True,True,0.995163714870426,0.0802769368206858,1
1369.0,0.9999503697453967,False,False,0.5226793042215186,0.0,0
1370.0,0.999875924363492,False,False,0.9955343388445862,0.0,0
1375.0,0.0645937763660727,False,False,0.0,0.0,0
1376.0,0.058762221450196,False,False,0.0,0.0,0
1378.0,0.0995086604794282,False,False,0.0,0.0,0
1379.0,0.1039753833937168,False,False,0.0,0.0,0
1380.0,0.9994540671993648,True,True,0.9429948795595792,0.0198024715866792,1
1381.0,0.8944612635862822,False,False,0.0,0.0,0
1382.0,0.9989081343987296,True,True,1.493181339221091,0.0539977170082882,1
1383.0,1.0,False,False,0.5708160817759594,0.0,0
1384.0,1.0,False,False,0.447116927446148,0.0,0
1385.0,0.2039307161645739,False,False,0.0,0.0,0
1391.0,0.1586927390937515,False,False,0.0,0.0,0
1392.0,0.5797806342746539,False,False,0.0,0.0,0
1393.0,0.0037222690952404,False,False,0.0,0.0,0
1395.0,0.9996029579631744,True,True,0.8716922402554962,0.0256588416298575,2
1396.0,0.9999503697453967,False,False,0.4962969125832344,0.0,0
1397.0,0.8064171919201946,False,False,0.0,0.0,0
1398.0,0.5723360960841729,False,False,0.0,0.0,0
1399.0,0.9940195543203136,True,True,0.6824354839604212,0.0423594223038364,3
1404.0,0.0035733783314308,False,False,0.0,0.0,0
1413.0,0.152910814432478,False,False,0.0,0.0,0
1414.0,0.0583403642860687,False,False,0.0,0.0,0
1420.0,0.1245223087994441,False,False,0.0,0.0,0
1422.0,0.3276837560176683,False,False,0.0,0.0,0
1423.0,0.0910963323241848,False,False,0.0,0.0,0
1438.0,0.0706486674276639,False,False,0.0,0.0,0
1449.0,0.0901781726140255,False,False,0.0,0.0,0
1450.0,0.1764107399870961,False,False,0.0,0.0,0
1451.0,0.0722864658295697,False,False,0.0,0.0,0
1452.0,0.065139709166708,False,False,0.0,0.0,0
1458.0,0.7986252419474912,False,False,0.0,0.0,0
1466.0,0.3134150578192466,False,False,0.0,0.0,0
1473.0,0.029381110725098,False,False,0.0,0.0,0
