id_institution_subnet,ratio_active,max_rel_dev,t10p7_d,t10p7_n,t10p14_d,t10p14_n,t10p21_d,t10p21_n,t10p28_d,t10p28_n,t15p7_d,t15p7_n,t15p14_d,t15p14_n,t15p21_d,t15p21_n,t15p28_d,t15p28_n,t20p7_d,t20p7_n,t20p14_d,t20p14_n,t20p21_d,t20p21_n,t20p28_d,t20p28_n,t25p7_d,t25p7_n,t25p14_d,t25p14_n,t25p21_d,t25p21_n,t25p28_d,t25p28_n,t30p7_d,t30p7_n,t30p14_d,t30p14_n,t30p21_d,t30p21_n,t30p28_d,t30p28_n,t35p7_d,t35p7_n,t35p14_d,t35p14_n,t35p21_d,t35p21_n,t35p28_d,t35p28_n,t40p7_d,t40p7_n,t40p14_d,t40p14_n,t40p21_d,t40p21_n,t40p28_d,t40p28_n,t45p7_d,t45p7_n,t45p14_d,t45p14_n,t45p21_d,t45p21_n,t45p28_d,t45p28_n,t50p7_d,t50p7_n,t50p14_d,t50p14_n,t50p21_d,t50p21_n,t50p28_d,t50p28_n,t55p7_d,t55p7_n,t55p14_d,t55p14_n,t55p21_d,t55p21_n,t55p28_d,t55p28_n,t60p7_d,t60p7_n,t60p14_d,t60p14_n,t60p21_d,t60p21_n,t60p28_d,t60p28_n,S_p7,S_p7_test,S_p14,S_p14_test,S_p21,S_p21_test,S_p28,S_p28_test
268.0,0.9998511461744567,1.1435734847179948,True,10,True,3,False,1,False,0,True,8,True,3,False,0,False,0,True,7,True,3,False,0,False,0,True,6,True,3,False,0,False,0,True,6,True,2,False,0,False,0,True,5,True,2,False,0,False,0,True,3,True,2,False,0,False,0,True,3,True,1,False,0,False,0,True,3,True,1,False,0,False,0,True,3,False,0,False,0,False,0,True,3,False,0,False,0,False,0,0.888992519656534,0.8314082956729497,0.5340380235080542,0.5340380235080542,0.12432057025624833,0.01337702706438878,0.01337702706438878,0.01337702706438878
501.0,0.9998511461744567,0.9796886507185134,True,10,True,6,False,1,False,0,True,9,True,5,False,1,False,0,True,8,True,4,False,0,False,0,True,7,True,2,False,0,False,0,True,5,True,1,False,0,False,0,True,3,True,1,False,0,False,0,True,3,True,1,False,0,False,0,True,3,True,1,False,0,False,0,True,3,True,1,False,0,False,0,True,2,False,0,False,0,False,0,True,2,False,0,False,0,False,0,0.8003578467726963,0.7531784645765809,0.5188316019373794,0.5188316019373794,0.15657602200897652,0.008982327709603735,0.028085354776394025,0.008982327709603735
3.0,0.9788627567728491,1.9560129377841107,True,11,True,4,True,2,True,2,True,10,True,3,True,2,True,2,True,8,True,3,True,2,True,2,True,8,True,3,True,2,False,1,True,8,True,3,True,2,False,1,True,6,True,3,True,2,False,1,True,6,True,3,False,0,False,0,True,5,False,0,False,0,False,0,True,5,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,2,False,0,False,0,False,0,1.7097157958745015,1.7097157958745015,0.4465976831884768,0.4465976831884768,0.3637320448495858,0.35472630058364485,0.3637320448495858,0.2201994029349262
60.0,0.9998511461744567,2.7510726235353786,True,10,True,4,False,1,False,0,True,7,False,2,False,1,False,0,True,6,False,2,False,1,False,0,True,5,False,1,False,1,False,0,False,2,False,1,False,1,False,0,False,2,False,1,False,1,False,0,False,2,False,1,False,1,False,0,False,1,False,1,False,0,False,0,False,1,False,1,False,0,False,0,False,1,False,1,False,0,False,0,False,1,False,1,False,0,False,0,2.0163583134641843,0.2823935578515005,1.0018658941695728,0.1114247765375613,0.4406281009611129,0.00826018197790012,0.05543710282559787,0.002926487509691049
151.0,0.9998511461744567,1.468505024616597,True,10,True,5,False,0,False,0,True,7,True,4,False,0,False,0,True,6,True,1,False,0,False,0,True,6,True,1,False,0,False,0,True,6,True,1,False,0,False,0,True,6,False,0,False,0,False,0,True,5,False,0,False,0,False,0,True,5,False,0,False,0,False,0,True,4,False,0,False,0,False,0,True,3,False,0,False,0,False,0,False,1,False,0,False,0,False,0,0.7760223727314458,0.5746684543178708,0.3180014968228907,0.3180014968228907,0.07088410437419067,0.07088410437419067,0.024077849515586495,0.024077849515586495
20.0,0.9998511461744567,0.481149501646199,True,3,True,2,False,0,False,0,True,3,True,1,False,0,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0.3546794664733718,0.3546794664733718,0.18112150183806297,0.18112150183806297,0.09372516238205751,0.09372516238205751,0.06393547111314685,0.03469302715499578
352.0,0.19633819589163443,1.2033177559246442,True,15,False,1,False,0,False,0,True,14,False,1,False,0,False,0,True,12,False,0,False,0,False,0,True,10,False,0,False,0,False,0,True,10,False,0,False,0,False,0,True,7,False,0,False,0,False,0,True,5,False,0,False,0,False,0,True,4,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,False,0,0.693871304152682,0.693871304152682,0.1643370884076068,0.09825090047110108,0.010939537330154127,0.010939537330154127,0.010939537330154127,0.010939537330154127
536.0,0.9813932718070855,1.6761739720432252,True,8,True,3,False,1,False,1,True,4,True,2,False,1,False,1,True,4,True,2,False,1,False,1,True,2,False,1,False,1,False,0,True,3,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,3,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,1.0156255053786314,1.0156255053786314,0.27307333740850226,0.214943034054086,0.25122853505410175,0.002538959605394401,0.23673479100896472,0.002538959605394401
114.0,0.9998511461744567,0.9529975728769925,True,6,True,1,False,0,False,0,True,4,True,1,False,0,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0.4118336226271793,0.4118336226271793,0.15612468958237896,0.15612468958237896,0.05103012507006767,0.007338068403781294,0.007338068403781294,0.007338068403781294
450.0,0.9998511461744567,0.8302252429396613,True,6,True,5,True,1,False,0,True,5,True,4,True,1,False,0,True,3,True,3,False,0,False,0,True,3,True,3,False,0,False,0,True,3,True,3,False,0,False,0,True,3,True,2,False,0,False,0,True,3,True,1,False,0,False,0,True,2,True,1,False,0,False,0,True,2,True,1,False,0,False,0,True,1,True,1,False,0,False,0,True,1,False,0,False,0,False,0,0.7528558335727856,0.7528558335727856,0.552208536452884,0.552208536452884,0.17070946629950537,0.17070946629950537,0.021121506687046807,0.021121506687046807
21.0,0.9992557308722834,0.4186349329189601,True,3,True,2,False,0,False,0,True,2,True,1,False,0,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0.31011834050903053,0.31011834050903053,0.17560991653177327,0.17560991653177327,0.09954104745802128,0.0008559403200163974,0.0013268818611221185,0.00017780411842284176
403.0,0.9998511461744567,0.8492559298733787,True,9,True,3,True,1,False,0,True,6,True,2,True,1,False,0,True,4,True,2,False,0,False,0,True,3,True,2,False,0,False,0,True,3,True,2,False,0,False,0,True,2,True,2,False,0,False,0,True,2,True,1,False,0,False,0,True,2,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,2,False,0,False,0,False,0,True,1,False,0,False,0,False,0,0.7244273405594179,0.7244273405594179,0.40238232603128954,0.40238232603128954,0.1903926452901521,0.1903926452901521,0.008259443987217495,0.0032495765207561306
402.0,0.9998511461744567,0.4959159579786634,True,7,True,4,False,0,False,0,True,6,True,2,False,0,False,0,True,5,True,2,False,0,False,0,True,4,False,0,False,0,False,0,True,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0.39594745874664034,0.39594745874664034,0.2319399841959754,0.22290101378964305,0.01674258384344277,0.003397577320058408,0.008235937099132945,0.003397577320058408
271.0,0.9974694849657636,0.6748885681542192,True,7,True,3,False,1,False,0,True,5,True,3,False,1,False,0,True,4,True,3,False,0,False,0,True,4,False,1,False,0,False,0,True,2,False,1,False,0,False,0,False,1,False,1,False,0,False,0,False,1,False,0,False,0,False,0,False,1,False,0,False,0,False,0,False,1,False,0,False,0,False,0,False,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0.5937479491422204,0.3478386397317938,0.38684725553385013,0.2429767498547523,0.1732735384373521,0.029243946340211758,0.020219884716849386,0.0031008655709750367
230.0,0.9998511461744567,0.40623445523402407,True,5,True,2,False,1,False,0,True,4,False,0,False,0,False,0,False,1,False,0,False,0,False,0,False,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0.2893364844716467,0.18662149129561711,0.127809507027551,0.127809507027551,0.10635354592606623,0.0388820277407207,0.05364654418099683,0.0010558062698214357
